-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,0.13,-0.00,-0.00
0.16,0.16,2.37,4.02,2.25
3.26,3.26,22.26,18.18,12.86
9.61,9.61,31.68,26.70,21.16
11.68,11.68,37.67,30.14,26.36
17.33,17.33,39.38,32.10,27.14
18.58,18.58,41.88,34.25,30.29
20.01,20.01,44.03,35.87,33.05
21.66,21.66,45.10,39.52,36.38
20.69,20.69,45.51,41.73,33.77
20.29,20.29,46.17,44.18,38.04
20.67,20.67,46.37,46.19,41.17
20.77,20.77,44.95,48.26,41.47
20.23,20.23,42.94,50.69,43.99
23.92,23.92,44.82,53.53,43.23
23.76,23.76,42.30,54.74,45.52
22.23,22.23,38.78,56.28,47.56
25.13,25.13,38.62,57.74,48.11
24.64,24.64,35.94,58.28,51.81
24.07,24.07,34.56,58.98,53.12
25.13,25.13,38.06,59.01,53.07
22.83,22.83,36.43,59.16,54.10
23.94,23.94,32.71,59.11,54.57
24.45,24.45,36.40,59.28,55.91
23.67,23.67,39.08,59.27,55.49
24.42,24.42,35.52,59.43,56.36
25.21,25.21,34.03,59.44,54.79
25.08,25.08,35.57,58.99,54.08
25.59,25.59,35.44,59.64,54.70
27.55,27.55,34.21,59.82,53.78
30.03,30.03,37.69,59.95,53.52
32.17,32.17,40.58,60.27,53.73
35.86,35.86,41.23,60.45,52.34
37.22,37.22,39.10,60.86,49.73
37.56,37.56,39.69,60.22,51.36
42.19,42.19,42.64,59.96,52.47
41.37,41.37,41.44,60.58,51.69
42.68,42.68,41.68,60.53,53.37
42.04,42.04,42.98,60.18,54.79
43.37,43.37,41.59,59.67,54.78
45.18,45.18,43.34,59.34,56.55
44.99,44.99,41.80,58.54,57.81
46.42,46.42,44.72,58.46,57.64
48.00,48.00,45.72,58.23,59.83
47.94,47.94,43.17,58.35,60.60
50.24,50.24,43.96,58.56,60.21
50.53,50.53,44.33,58.64,59.65
49.02,49.02,43.40,58.32,59.64
50.36,50.36,42.69,59.14,60.34
49.48,49.48,44.62,58.00,59.67
46.30,46.30,44.08,57.03,62.43
44.94,44.94,44.61,58.19,62.84
37.96,37.96,40.52,58.05,59.99
32.38,32.38,37.61,57.33,61.50
36.19,36.19,35.38,56.52,61.82
49.63,49.63,35.70,55.50,60.84
63.54,63.54,30.95,55.68,59.76
70.65,70.65,30.94,53.94,59.42
72.58,72.58,35.70,55.55,60.49
73.17,73.17,32.66,55.15,62.54
72.24,72.24,32.38,56.81,61.73
71.95,71.95,30.35,55.68,60.80
71.76,71.76,32.05,56.09,61.70
71.74,71.74,28.18,55.07,62.11
71.12,71.12,25.01,57.39,62.25
71.01,71.01,21.60,56.74,63.21
70.17,70.17,16.09,56.38,62.18
68.80,68.80,10.24,57.77,59.37
68.47,68.47,5.81,57.91,55.95
72.78,72.78,12.25,55.61,52.09
72.49,72.49,18.25,56.32,54.17
71.79,71.79,21.01,56.47,55.44
77.46,77.46,24.86,55.36,59.11
76.02,76.02,26.44,55.51,61.06
76.53,76.53,25.30,57.78,60.87
74.65,74.65,29.55,57.76,60.67
74.85,74.85,29.90,56.94,58.71
73.50,73.50,29.39,56.83,59.44
73.49,73.49,26.94,57.67,58.98
71.57,71.57,22.46,58.30,58.46
72.46,72.46,19.70,56.58,55.09
72.57,72.57,17.28,56.27,59.67
73.36,73.36,12.42,55.52,58.68
73.50,73.50,13.86,55.23,57.13
74.81,74.81,14.47,56.31,60.22
74.96,74.96,20.77,57.66,60.97
76.58,76.58,24.81,55.66,61.14
76.20,76.20,26.72,56.09,60.82
75.90,75.90,26.07,55.34,61.49
75.33,75.33,26.78,53.54,62.17
74.29,74.29,24.38,54.94,61.11
74.87,74.87,23.23,55.60,59.44
75.20,75.20,21.30,53.10,62.40
75.35,75.35,20.02,53.35,63.21
73.32,73.32,22.55,54.40,64.51
72.98,72.98,21.26,55.56,64.67
74.43,74.43,25.22,54.03,64.49
75.08,75.08,27.23,54.34,64.21
74.88,74.88,26.73,54.71,63.60
75.44,75.44,27.64,53.64,65.62
75.71,75.71,28.71,52.02,66.67
75.35,75.35,24.66,51.69,65.72
76.41,76.41,23.62,53.35,65.36
75.98,75.98,24.16,53.63,64.45
76.26,76.26,26.33,51.91,62.95
77.51,77.51,27.22,52.34,63.90
77.68,77.68,28.28,56.87,63.19
75.64,75.64,21.84,56.26,63.65
75.36,75.36,22.21,54.04,63.87
75.39,75.39,24.26,56.66,64.27
76.08,76.08,29.62,54.35,62.89
76.84,76.84,31.42,55.16,62.89
76.88,76.88,28.47,56.52,63.86
